id,title,score,popularity,genres,tags,main_char,description
189164,Stay Alive,,401,Action|Drama|Fantasy|Romance,Full Color:20|Boys' Love:20|Zombie:20|Survival:20,,"When a zombie outbreak overruns Seoul, the government abandons the city to its fate. Amid the chaos, ex-special forces bodyguard Shin-U fights to protect his skittish charge, Te-Bek. But as every day brings them closer to death, their bond grows harder to resist. Can love survive an apocalypse?  (Source: Manta)"
159573,College Secrets,,401,Drama|Hentai|Romance,Nudity:50|College:50|Full Color:20|Long Strip:20|Male Protagonist:20|Fellatio:20|Chibi:20,,"It's my first year of college, but the pandemic forced my first class to be online... The thing is... that class would be life-changing.  (Source: Toomics)"
147522,One Night Mate,62,401,Comedy|Romance,Male Protagonist:79|Primarily Adult Cast:79|Primarily Male Cast:79|Virginity:79|Bisexual:79|Boys' Love:60|Full Color:60|Disability:20,U-Jin Cha,"U-Jin Cha wants his backpacking trip through Europe to be exciting—and maybe even a little bit spicy! Instead, his hotel reservation gets canceled, and it’s pouring rain. To make matters worse, the only person around to help him is Seung-Hyeok, his year-long crush he’s trying to forget! Despite U-Jin’s initial reluctance, one night as Seung-Hyeok’s roommate turns into another... and another. This definitely isn’t the trip U-Jin had in mind, but he’s starting to wonder, is it really that bad?  (Source: Tapas)
  
 Note: Includes 24 side story chapters."
210006,Gwihwanjaui Hidden Gongnyang Streaming,,401,Action|Fantasy,Full Color:20|Male Protagonist:20|Reincarnation:20|Long Strip:20,,"I came to overcome 55 cycles of reincarnation The protagonist, Hanbit, is kidnapped by a goddess  and undergoes 55 cycles of reincarnation in this alternate world in search of a clue that might save the world of “Erport.” However, undergoing 55 cycles of reincarnation means enduring the agony of death 55 times. Tired of suffering, Hanbit confesses to the goddess that he can’t go on, and returns to his original world.
  
But the game he started just to pass the time turns out to be the very world where he endured 55 cycles of reincarnation, 
and the deeper he delves into it, the more he realizes that the goddess’s dark conspiracy awaits him...
  
Will Hanbit be able to uncover the goddess’s sinister motives?  (Source: KakaoPage, translated)"
169975,Saturday's Master,51,401,Psychological|Romance,Boys' Love:60|Bondage:20|Sadism:20,,"Thirteen. Thirteen weeks, and it would all be over… Lee Seo-dan is on the verge of resignation. Having reported his seniors at Raewon for internal corruption, he has been ostracized by all those around him. With no one to turn to, Seo-dan figures it would just be better to leave altogether - until he is presented with an opportunity for redemption. Han Juwon has been called many things by those around him: “Workaholic.” “Tyrant.” “Demon.” All titles earned for his reputation as one of Raewon’s toughest, yes, but also as the best in the business. So when the desperate Seo-dan turns to Juwon for a chance at salvation, the latter is initially hesitant. Yet he senses something in Seo-dan that could be of use…something manageable, malleable, and most importantly - manipulable. With a single utterance, Juwon is about to change Seo-dan’s life forever: “If you’re truly desperate, prove it.”
  
(Source: Lezhin US)"
134784,Sajangnimeun Neomuhae,55,401,Hentai|Romance,Boys' Love:60|Full Color:20|Primarily Male Cast:20|Male Protagonist:20|Rape:20,,"Taeho, a top, has a wet dream about being on the bottom! To get rid of the restless state this put him in, he decides that he needs a relationship. Following his friend into a club, he meets a guy with a nice body, just like in that dream. 
  
 ""But... why am I beneath him again?!"""
191134,SSS-Rank Cafe by the Dungeon,,401,Drama|Fantasy|Romance,Full Color:20|Female Protagonist:20|Time Manipulation:20|Dungeon:20|Urban Fantasy:20,Yu-Hyeon Gi,"Rieul toils away at her office job until a sudden dungeon break ends her life. But instead of dying, she wakes up three years in the past with a second chance at life. Determined to change her fate, she reopens her late grandmother’s cafe. But the moment she gets to work, she awakens as a Cafe Owner-class hunter... with a talking cat agent named Mieum! Between brewing coffee and clearing system quests, Rieul’s new life is anything but peaceful. Has her quiet dream already gone up in smoke?  (Source: Tapas)"
188271,Thicker Than Memory,,401,Fantasy|Romance,Full Color:60|Long Strip:20|Heterosexual:20,,"When orphan Rosie learns of her brother Julian and that they are a part of the esteemed House Noart, she gains both riches and the greatest treasure of all—the pure love of family. But after an accident causes Julian to lose all memory of recent years, including Rosie's existence, she discovers House Noart has many hidden enemies. Preventing her family from falling to ruin is one thing, but will these siblings be able to prove that blood is not just thicker than water but lost memories as well?  (Source: Tapas)"
188566,Country Life With His Sexy Majesty,,401,Fantasy|Romance,Full Color:60|Female Protagonist:60|Agriculture:60|Heterosexual:60|Isekai:40|Reincarnation:40,,"Rienna Fonde was meant to marry a crown prince, but after he cast her aside for the so-called saint, she was disowned by her own father. Abandoned and alone, she moves to Fostine, a lush, peaceful countryside, where she puts the knowledge from her past life to good use. After years of country living, Rienna has become a renowned farmer and loves her new life. But then, a mysterious farming tool brings a tall, handsome man to her doorstep. Will this man ruin her country life or enrich it? 
 
(Source: Tapas)"
143178,Flowers May Wither but You Remain,,401,Drama|Romance,Full Color:20|Heterosexual:20|Teacher:20|War:20,,"At the ancestral estate of Glown Hall, plain and serious Helen Godwin is hired by the wealthy and powerful Somerset family to tutor the young master Henry. Among its dark and ancient halls, Helen hears whispers about a ghost, madness, and something more sinister the Somersets are hiding. It’s not long before she catches the eye of the womanizing Raymond, Henry’s older brother. Even though Helen isn’t the type Raymond usually goes for, something about her is too alluring for him to ignore…  (Source: Tapas)"
167669,The Iron Inside,56,400,Drama|Fantasy|Romance|Sci-Fi,Yuri:79|Female Protagonist:79|Full Color:79|Post-Apocalyptic:79|Primarily Female Cast:60|Love Triangle:20|Military:20,,"Love and survival beneath the sand. 
Baekgi awakens in a world engulfed in sand after being cryogenically frozen. She joins Spear and Shield, a unit entrusted with protecting the bunker, and begins training under her senior officer, Ibaek. They must fight to survive in this new world amidst sudden epidemics and monster attacks...
  
(Source: Manta)
  
 Note: Includes one extra chapter."
120922,"Annyeong, Yeoreuma",61,400,Romance,School:79|Coming of Age:79|Full Color:60|Tragedy:20,,"He climbed onto a tree to avoid the teacher and saw a strange girl on top of the tree full of white beautiful petals. 
The summer sun shined as bright as the white flowers on the strange Han Yeoreum (summer).
  
He endlessly searches for the storage room filled with memories of her."
132254,Iltagangsa,,400,Drama|Hentai|Romance,Full Color:20|Threesome:20|Nudity:20|Heterosexual:20|Handjob:20|Ahegao:20|Fellatio:20|Nakadashi:20|College:20|Male Protagonist:20|Female Harem:20|Public Sex:20|Virginity:20|Deepthroat:20|Defloration:20|Long Strip:20,Jun-Seong Kang,"Spring beings for Jun-Seong Kang when he, being registered at a certified academy, and So-Ra Han, an elite instructor, meet. Will Jun-Seong be able to conquer her heart?  (Source: TOPTOON, translated)"
177266,Yeojuingongui Cheotsarangeul Taraksikyeo Beorimyeon,,400,Fantasy|Romance,Full Color:20|Female Protagonist:20|Heterosexual:20|Long Strip:20,,"""I am a Knight of Latem, destiny that cannot stand under the same sky as you.""  
The body that came into the book and became possessed was Karina Apocalita, a member of a heterogeneous race that reigned as evil in the world.  
But in the original story, the heroine Paladin Ren, who was the first love of, almost saved the life of the novel, the content of the novel began to twist. Reneger doubted his faith, and eventually lost his brilliant white blonde hair.  
So the holy paladin became corrupted and eventually sympathizes with Karina's fate.  
“Now we have each other's desires,"" Karina said, stroking his cheek. It felt like a seductive thorn vine was pulling me in, one by one. Reneger couldn't cut it down. 
“God, please forgive me.""  

(Source: KakaoPage, translated)"
136479,Can I Help You?,,400,Drama|Hentai|Romance,Rape:79|Netorare:79|Prostitution:79|Full Color:20|Heterosexual:20,,"The only one I've loved was my first girlfriend... There's been no on else after I lost her. One day, I came a young girl that looks just like my ex-girlfriend...  (Source: TOPTOON+)"
205926,Wonsuneun Yakonsikjangeseo Mannanda,,400,Fantasy|Romance,Full Color:20|Heterosexual:20|Long Strip:20,,
194675,The Ex-Mercenary Prosecutor,,400,Action|Drama,Full Color:20|Long Strip:20|Male Protagonist:20,,"Jeonghwan, once a legendary mercenary, returns under an identity no one expected— a prosecutor. His mission is to uncover the truth behind his mother’s mysterious death, the tragedy that robbed him of his peace and future. To take his revenge, Jeonghwan must wield two weapons: violence for those who stand in his way, and the law for those who must be judged.  (Source: WEBTOON)"
186701,0.0000001% Demon Lord,,399,Action|Fantasy,Full Color:20|Demons:20|Male Protagonist:20,,"Demon King Astrea tasked 72 worthy Demon Lords with destroying the world. Demon Lords--a title only given to those who passed Astrea’s test. Each was given powers befitting their title. Kharos, the ruler of madness and greed, was no exception. But his granted power was less than satisfactory. He received the power of ""Gacha""—a luck-based ability with an abysmal pull rate. With this power, Kharos must do his best to engulf the world with madness and greed!  (Source: Tapas)"
109221,Thirsty Thirty,61,399,Romance|Slice of Life,Full Color:20|Female Protagonist:20|Primarily Adult Cast:20,,"Yaeun Chu is about to turn thirty. While her friends marry and start new lives, she works full-time at a lighting company and sees her boyfriend on the weekends. That all ends when she discovers he’s having an affair with one of her coworkers. Drowning herself in work until her body and mind begin to fail her, Yaeun struggles to keep her head above the raging waters of romance, personal happiness, and life after thirty.  (Source: Tapas)"
134977,Rebirth,59,399,Drama|Hentai|Romance,Boys' Love:79|Age Regression:79|Male Protagonist:79|Time Manipulation:79|Yandere:79|Full Color:60|Historical:60|Rape:60|Suicide:40|Primarily Adult Cast:20,,"Set in an Eastern fantasy backdrop, It's a love story entailing beautiful men in a rare and obsessive BL romance. It's got it all: acting macho, feeling regret, getting fussy, destroying all surroundings, enslaving skillful characters, and a couple that exceeds all expectations!   (Source: Copin Comics)"
146989,Road to Stardom,60,398,Drama|Fantasy|Slice of Life,Full Color:20|Male Protagonist:20|Acting:20,Ji-Hoon Seo,"After a tragic accident, Seo Jihoon suffers a horrible injury that mars his face. With his dreams of being an actor seemingly dashed, he spends his time working in a small shop while imagining another life. But when he chances upon a spirit who heals his injury, Jihoon is given a golden opportunity to chase his goal once again. The road to stardom won’t be easy, but with the help of his special guide and some unique friends he meets along the way, he’s going to give one “spirited” performance!
  
(Source: Tapas)"
99611,Cat and Dog,57,398,Drama|Romance|Slice of Life,Gender Bending:79|Heterosexual:79|Full Color:60|Bisexual:20|Transgender:20|Acting:20|Arranged Marriage:20,,"They say opposites attract. Let's see it! She's a naive country girl, playful and affectionate like a dog. He's a brooding actor, haughty and reserved like a cat. The two were arranged to be married as kids, and now it's time to start their life together. Will they be able to overcome their differences and find love?  (Source: Manta)"
153071,The Tyrant's Soft Side,44,398,Drama|Fantasy|Romance,Full Color:20|Female Protagonist:20,,"Born with a scar seen as undesirable, Erica Corr thought she might never get married. That is, until she is betrothed to the ruthless emperor Carl Lakin as a noble consort. With several of his previous consorts having turned up dead, it is predicted that the sweet, gentle Erica won’t last very long. However, she discovers that beneath Carl’s twisted exterior lies a surprisingly soft side and some scars of his own. But is Erica strong enough to heal this tyrant? Or will she be his latest victim?
  
(Source: Tapas)"
180997,How Far Can We Go?,61,397,Drama|Romance,Female Protagonist:79|Arranged Marriage:79|Adoption:79|Full Color:60|Heterosexual:60,,"The Song family's true biological daughter appears, shaking Ju-Ha's world. Seeking an escape from an unwelcoming home, Ju-Ha embarks on a series of blind dates until she meets Sa-Hyeon, who boldly suggests setting a wedding date within minutes of their first date. Just as Ju-Ha starts to develop feelings for him, her cunning younger sister—who has already taken everything else from her—declares her intention to marry him instead.
  
(Source: WEBTOON)"
130228,Sokboimnida,,397,Romance,Full Color:20|Primarily Adult Cast:20|Age Gap:20|College:20|Work:20,,"An ordinary college student, ""Ye-Seul"", starts a part-time job at a broadcasting station cafe to meet ""Min-Jun"", the youngest main news announcer in South Korea, who is also known as a spy.
Contrary to her expectations, Kim Min-Jun is a very cold person...  
 
""Do you know how long I've liked you? Why are you being so cold towards me?"" 
 
(Source: Naver, translated)"
202383,My Meddler in Love,,397,Romance,Full Color:20|Long Strip:20|Heterosexual:20,,"Ji-Yu thought her first relationship would be nothing but happiness, until an uneasy suspicion takes root. Her boyfriend seems a little too attached to his female friend, and Ji-Yu can’t tell whether she’s being paranoid or not. Desperate for clarity, she downloads an AI dating advice app called Love Meddler. Instead of gentle reassurance, it hits her with brutal honesty. As the app starts “meddling” in her love life, Ji-Yu is left wondering how an AI understands her so well. The thing is, perhaps it’s not AI at all and rather someone who has recently re-entered her life…  (Source: WEBTOON)"
178199,Leave Room For Love,58,396,Drama|Romance,College:79|School:79|Twins:79|Male Protagonist:79|Tragedy:79|Cohabitation:79|Boys' Love:60|Martial Arts:60|Nudity:60|Masturbation:40|Teacher:20|Found Family:20|Anal Sex:20|Facial:20|Orphan:20|Fellatio:20|Fingering:20|Virginity:20,Hyeon Lee,"Kang Yui lost his parents in an accident, and has been blaming himself ever since. As bad things keep happening to those who try to get close to him, he decides to shut himself off from the rest of the world and live a life of solitude. But then comes the effervescent Lee Hyun, his new roommate at university: with his motto of “never give up,” Hyun is determined to wiggle his way into Yui’s heart, one way or another. But is Hyun bound to be beaten in this battle? Or is there still room for love in Yui’s life?
  
(Source: Lezhin US)"
43056,Idol Shopping,58,396,Comedy,Bullying:79|Crossdressing:79|Revenge:79|Twins:79|Female Protagonist:79|Heterosexual:79|Idol:60|School Club:50,Song-Ih Kang,"I could do anything for Aul&hellip; S the person who takes cares of bullies, for Kang Song EE brother. I go into Chungha High school, it was there that I met Suh Ga Eun the &ldquo;bully take carer S&rdquo; rumored boyfriend. The handsome and yet bad character guy with charisma. This is a story of my High school life at a men&rsquo;s dorm&hellip;  
For whoever bothers my brother, get prepared to face me!"
62773,50 Million Km,55,396,Comedy|Drama|Fantasy|Psychological|Romance|Sci-Fi,,,Kim Paksa is a genius programmer. He is currently working on rovers in outer space when one night he sees a face appear on the screen.
192932,My Once-Enemy Sister Now Cherishes Me,,396,Fantasy|Romance,Female Protagonist:60|Full Color:20|Long Strip:20,,"After a life of misfortune resulting in death at the hands of her sister, Calista, Harper wakes up again as her 8-year-old self. Realizing she's been given another chance at life, Harper is determined to stay out of the way and avoid becoming her sister's target. Unfortunately, her plan to go unnoticed goes awry when the sister who once hated her seems to be interested in her instead! But maybe this is for the better... if Harper can make Calista like her, she won't try to kill her, right?!
  
(Source: Tapas)"
186865,"An Extra, Yet the Duke's Only Daughter",,396,Fantasy|Romance,Full Color:20|Isekai:20|Female Protagonist:20,,"Reincarnation Life Cast by Dice, aka ""ReLife,"" is a mobile game that I transmigrated into. The objective is to help the main characters save the world from the evil demon king, with each character classified by how crucial they are to the plot. I awoke in the body of Alyssa G. Dravein, a side character who dies by her father's hand when she turns nine years old. But, my dad seems to love me so much--where did it all go wrong? Can I change my fate and live to see ten?
  
(Source: Tapas)"
124556,Love at First Sight,52,396,Comedy|Drama|Romance|Slice of Life,Full Color:20,,"“You want your phone back? Be my girlfriend!” 
“Why!” 
“Because I want it!” 
“Then for how long?” 
“Till the day before my birthday~” 
But which birthday? Nobody knows. 
 
(Source: MangaToon)"
129367,Ex-Boyfriend vs Stalker,48,396,Drama|Thriller,Primarily Adult Cast:79|Yandere:79|Crime:79|Long Strip:79|Female Protagonist:60|Full Color:50|Urban:40|Gore:40,,"An online store model, Juyeon Ye, wakes up and finds herself tied up in an abandoned school. It was her ex-boyfriend who kidnapped her, and there was no one to come to the rescue. The only person who was aware of her absence was her stalker, who had been following her since the horrible blind date. Now, she has to depend on the stalker to escape, and the tension between her ex and the stalker continues to intensify...  (Source: Pocket Comics)"
140301,Byeongyakan? Nampyeonui Gyeyak Anae,54,396,Comedy|Romance,Full Color:20|Heterosexual:20|Female Protagonist:20,,"I’m Selena, a daughter born to a family well-known for their fertile women. I was all but sold off in a marriage to a sickly duke whose life hung in the balance, all for the sake of producing an heir for his family. They provided me a medicine purported to aid in pregnancy, and the astrologist advised me good days for sleeping together, but... there was no child.
  
 “So, are there any signs of pregnancy?” 
“Ah, I-I'm sorry.” 
“You’re useless. What luck do you think won you the position of the duke's wife?”   

I couldn't say a word.
  
 ""No, excuse me. I only have to look at the sky to pluck a star. That's how I attained this position.*""   
*Metaphor: Lit. Plucking a star from the sky: something that's difficult to get/achieve)  (Source: Kakao, translated)   Note: A promotional one-shot for the homonym novel."
141665,Under One Roof,49,396,Drama|Hentai,Male Protagonist:20|Full Color:20|Heterosexual:20|Handjob:20|Fellatio:20|Masturbation:20|Voyeur:20|Cunnilingus:20|Female Protagonist:20|Facial:20|Crime:20,Park-Jun Kang,"Jun always wished to live freely, away from his father's meddling. He finally gets his own place and enjoys doing whatever he wants, without knowing that a strange girl lives there too!  (Source: TOPTOON+)"
148662,The Reason She Is Avoiding Her Childhood Friend,44,396,Comedy|Drama|Fantasy|Romance,Full Color:20|Heterosexual:20|Foreign:20,,"After being reborn as a baby in a new world, Arendine Ade is determined to make this life better than her last! Once a miserable and underpaid college drop-out, now she is the daughter of a baronet. With an early start to her education, she makes it her goal in this life to become a government employee – everyone knows they get the best benefits, after all. Unfortunately, her diligent studies are interrupted by the appearance of Kiershka Reinfont, the son of the grand duke. Despite his angelic face, he’s a rotten bully with the manners of a devil, and worst of all, he’s taken an interest in Arendine. With her new life at stake, Arendine will do whatever it takes to make sure this new “friend” doesn’t mess things up! 
 
(Source: Tappytoon)"
199287,Part Two of This Failed Fantasy Novel Begins,,396,Comedy|Fantasy|Romance,Full Color:20|Heterosexual:20|Long Strip:20,,"I transmigrated into a novel, slayed the Demon King, and died—mission complete, right? I can go back to reality, right? Wrong! Turns out this flop story has a second part! Five years after I saved the day, I've reawakened in the same world as a haughty villainess. What's more, my old allies from Part One have all become awful people! I've got new rules and a new body, but it's still the same old mess...  (Source: Tapas)"
97606,Doomed,52,395,Drama|Hentai|Horror|Psychological|Romance|Thriller,Rape:73|Tragedy:50|Female Protagonist:20|Full Color:20|Foreign:20|Gore:20|Ero Guro:20|Long Strip:20|Nudity:20,Su-ae,"Some women are just treasures. This girl is such a treasure, every guy who ever meets her wants to lock her away for their own personal use. Can she ever escape this dreadful fate? Or will she remain a slave for the rest of her life?  (Source: TOPTOON+)"
174747,A Saint From the Slums,,395,Fantasy|Romance,Full Color:20|Female Protagonist:20|Love Triangle:20,,"In the Eden Brozue Empire, the peace of the nation is guarded by a saint named Bethcherian. But who could have thought the next Bethcherian would be a five-year-old girl from the slums? Despite facing doubts and cold looks from narrow-minded people who refuse to accept someone from a humble background as their saint, the newest Bethcherian tries hard to adapt to her new life. Armed with determination, can this young saint successfully become the empire's proud guardian?  

(Source: Tapas)"
153254,Baits,58,395,Drama|Fantasy|Romance,Boys' Love:60|Kemonomimi:60|Full Color:60|Male Protagonist:20|Shapeshifting:20,,"Soonam’s always considered himself normal, albeit a bit sheltered. His world consists of regular humans and “hybrids,” a half-animal, half-human species that possesses the characteristics of the animal they are. Hybrids are faster, more sensitive, more powerful than regular humans, and the higher up they are in the food chain, the more privileged they are. But all that’s got nothing to do with Soonam, right? Well, turns out that’s not the case, and Soonam’s world turns completely upside down when he encounters Siyeol, an apex predator hybrid in the same department. Siyeol keeps telling him he smells like rabbit, like prey, and he tells him of bigger plans in motion with Soonam at the very center…
  
(Source: Lezhin US)"
140300,Gongnyeoneun Jigeumbuteo Paeopamnida,52,395,Fantasy|Romance,Full Color:20|Time Manipulation:20|Heterosexual:20|Female Protagonist:20,,"“Die for us, just like you’ve served our family all along.”   
Because of her crimson eyes and the dark splotch on her face, Arryl Brixia, the illegitimate child of the Brixia ducal house, had to live with a mask on her entire life. She tried desperately to win the acceptance of her family, but in the end, she met her death after being framed for treason.
  
But now, she’s returned to the past.
She can no longer see the hideous splotch in her reflection in the mirror. But her face isn’t the only thing that’s changed from before — Ethan, the heir to the Burstein ducal family, suddenly comes and finds her…
  
 “Lady Arryl, why do you wear a mask?” 
“Why do you ask?” 
“Your eyes.” 
“What?” 
“I saw your eyes. Your clear and confident eyes.” 
“People fear them because they believe it’s the sign of the devil. Don’t you think so, Sir Ethan?” 
“No, not at all. They look absolutely beautiful to me.” 
  
The satisfying revenge story of Lady Arryl Brixia, who was abandoned by her own family.  
(Source: Kakao, translated)
   Note: A promotional one-shot for the homonym novel."
146071,The Boss in the Bedroom,58,395,Drama|Romance,Boys' Love:66|Male Protagonist:50|Full Color:50|Sadism:50|Bondage:50|Masochism:20,Yeong-Jo Gu,"Director Gu, leader of Sales team 3 at Yeong-rong Corporation, is very adamant about keeping his personal life and his private life separate. At the office, he’s a notoriously no-nonsense boss who can’t stand sloppy work, especially from employees who got into the company using personal connections. When he’s off the clock, he becomes Yeong-Jo; the college aged, regular customer at S&M lounge bar who loves being degraded and abused in the bedroom. On a night out, he hooks up with an alluring, extremely wealthy party boy who turns out to have sadistic sexual tendencies. After thoroughly enjoying a night filled with pain and pleasure, he returns to work the next day to find a nightmare situation awaiting him. Who knew the sales team 3 latest recruit would be the company CEO’s son. And to make matters worse, he’s the same man from the night before who had Yeong-Jo crying out and moaning the word “hyung…”   (Source: Lezhin US)"
177488,Unblossomed,66,395,Drama|Mystery|Romance,Primarily Male Cast:79|Full Color:79|Tragedy:79|Assassins:79|Boys' Love:73|Male Protagonist:73|Historical:73|Long Strip:20|Time Skip:20|Nudity:20|Rape:20|Gore:20|Prostitution:20,,"Gyeongseong, 1920—the early days of colonial Korea. When a young Japanese boy is found dead at a local school's lantern festival, fingers start to point towards Kim Mugyeong. Despite the mounting pressure, Mugyeong refuses to talk, forcing officers to search for information elsewhere. Just what secrets have these two boys been hiding, and why does Mugyeong refuse to talk? In the midst of tumultuous social and political conflicts, the youth are just trying to make do. And while they say that some flowers bloom in adversity, perhaps there are also some that are destined to remain unblossomed. 
 
(Source: Lezhin US)"
178294,In the Deep,,393,Drama|Horror,Boys' Love:60|Full Color:20|Vampire:20|Inseki:20|Nudity:20|Anal Sex:20|Male Protagonist:20|Primarily Adult Cast:20|Handjob:20|Orphan:20,,"It’s been years since Haemin first began craving blood…and only his brother’s will do. Something uncontrollable has called out to Haemin since he was a young boy: an animalistic urge that won’t quell until he’s had his share of blood. Despite this, his younger brother Dogun will do whatever is necessary to keep him safe…and that includes lending him a hand (or vein) whenever his thirst takes over. On top of this, as an elite agent, Dogun needs to fight off the mutants that have begun to invade the world. As the two brothers try to survive in a world full of ravenous beasts and calculating figures disguised in shadows, they uncover secrets that were meant to stay hidden far below the surface.
  
(Source: Lezhin US)"
166678,The Alpha Agenda,48,393,Romance,Omegaverse:73|Primarily Adult Cast:73|Love Triangle:73|Anal Sex:73|Male Protagonist:73|College:73|Nudity:66|Teacher:66|Boys' Love:60|Rape:40|Public Sex:20|Fellatio:20,,"Jaehee’s always prided himself on being a reasonable alpha. All that pheromone nonsense between alphas and omegas? Ruts? Heats? He thinks it primitive, and considers his two-year long relationship with the beta Yeowoon as true, pure love. But all that comes to a screeching halt when he finds himself stuck on a bus with an older omega going through heat. After one night of passion(and infidelity) with the said omega, Jaehee finds himself tormented. He’d always thought himself as a nice guy above all that alpha stuff, so what is he to do now? Jaehee knew that night would be the ruin of him but he didn’t know just how much, until he comes across the same omega on campus…
  
(Source: Lezhin US)
  
 Note: Includes seven extra chapters."
135473,"Die, Please!",56,393,Comedy|Romance|Slice of Life|Supernatural,School:79|Aliens:79|Super Power:79|Primarily Teen Cast:79|Full Color:60|Female Protagonist:60,,"""I just want to tell him how I feel!""  
 
Mi-Na has been planning on telling Yeo-Myung she likes him. But every time she goes to confess, something foils her plans. It turns out Yeo-Myung and Young-Woong, her best friend, were actually plotting to kill her. But why?!  
 
(Source: Manta)"
160152,I Don't Want to be Loved,,393,Drama|Fantasy|Romance,Full Color:20|Time Manipulation:20|Female Protagonist:20,,"After losing her child and catching her husband in a compromising position with her half-sister Leticia, Leannan takes her own life rather than continue living miserably. But instead of dying, she wakes up the day before Leticia comes to live with her family. Determined to prevent a repeat of her past, she comes up with a plan to get rid of all the obstacles... starting with her cunning sister and her cold husband. Will Leannan succeed and live happily, or will she drown in misery once more?  (Source: Tapas)"
205502,I want to work in peace,,393,Drama|Hentai,Full Color:20|Long Strip:20|Nudity:20,Do-Yun Maeng,"Do-Yun Maeng, a local civil servant in a provincial new town, just wants to quietly serve out his full term without incident. But right after a near-fatal accident, he gets a hypnosis app-and suddenly, his dull little town starts turning into a playground!  (Source: TOPTOON, edited)"
135473,"Die, Please!",56,393,Comedy|Romance|Slice of Life|Supernatural,School:79|Aliens:79|Super Power:79|Primarily Teen Cast:79|Full Color:60|Female Protagonist:60,,"""I just want to tell him how I feel!""  
 
Mi-Na has been planning on telling Yeo-Myung she likes him. But every time she goes to confess, something foils her plans. It turns out Yeo-Myung and Young-Woong, her best friend, were actually plotting to kill her. But why?!  
 
(Source: Manta)"
137727,Moonlight Beauty Parlor,61,393,Drama|Romance|Slice of Life,Full Color:79|Female Protagonist:79|Primarily Adult Cast:60|Heterosexual:60|Work:20|Urban:20,I-Na Yun,"I-Na Yun is left without a job or home after she gets fired and her house burns down. Her luck takes a turn when Hyeon-Du Seo, owner of the Moonlight Beauty Parlor, offers her a place to stay as well as a job -- on one condition! Hyeon-Du suffers from insomnia, and it seems I-Na’s presence is the only thing that allows him to sleep through the night. If she agrees to help him sleep at night, she can stay. As I-Na spends more time with with Hyeon-Du, her heart begins to skip a beat when she sees how thoughtful he is with each of his clients. Is Hyeon-Du only keeping I-Na around to help him sleep, or do his feelings run deeper?  (Source: WEBTOONS)"
171428,Beasts of Desire,,392,Drama|Romance,Boys' Love:60|Male Protagonist:60|Primarily Adult Cast:60|Nudity:60|Full Color:60|Bondage:60|Anal Sex:60|Hypersexuality:50|Facial:50|Nakadashi:50|Age Gap:50|Crime:20|Fellatio:20|Bisexual:20|Rape:20|Sex Toys:20|Group Sex:20|Voyeur:20|Masturbation:20|Gore:20,,"Power. Pleasure. Both can drive one's humanity to its extremes. So when Jin Hyeon-jin, president of the prestigious Jinhwa Company, is suddenly found dead, his son Sihyeon can't help but to question everyone around him. Most suspicious of all is Kang Seung-tae, a recent external hire who is shrouded in mystery; yet this cold and calculating figure may be Sihyeon's only hope for discovering what really happened on that fateful night. And so, he proposes a deal...he will help Seung-tae become the successor to Jinhwa if the latter is able to get to the bottom of his father's fateful demise. But words alone will not be enough to convince the enigmatic-yet-carnal Kang, who desires more: ""You. Your life. Your everything. That is what you bring to the table.""
  
(Source: Lezhin US)"
110713,As You Wish,56,392,Comedy|Fantasy|Mystery|Romance,Full Color:79|College:70|Dragons:70|Time Manipulation:70|Male Protagonist:66|Boys' Love:60|Age Regression:60|Magic:46|Coming of Age:40|Assassins:20,,"Ein Price was 35 when he was murdered. Now he’s 19 again and back in college with the man he was madly in love with: Ray Cunnington.
  
After saving a dragon named Null, Ein was given three wishes. The first was a sausage. The second was for Ray to be the last face he saw before he dies.
  
His wish was granted…
  
(Source: Tapas)"
115849,Horeojeonpasang,,392,Horror|Mystery|Psychological|Supernatural,Ghost:20,,"“Please keep in mind. This shop is not responsible for any harm caused by the electronic device.”
  
A mystery horror about the strange electronics shop owner, ‘Yak’."
129643,Nappeun Jjogeuro,,392,Drama|Thriller,Full Color:79|Yuri:79|LGBTQ+ Themes:60|Cult:20|Religion:20|Blackmail:20|Sadism:20,,"Instead of holding her accountable, Marie makes a strange suggestion to Seon, who is falsely being accused to have stolen the class' money. Was it a helping hand? 
 
(Source: Naver, translated)"
194101,Courtside Courtship,,392,Comedy|Drama|Sports,Full Color:66|Boys' Love:66|Hypersexuality:60|Badminton:40|Long Strip:20|Nakadashi:20|Rape:20|Fellatio:20|College:20,Si-Won Seo,"Genius. Champion. National treasure. Nam Woo-Joon has always admired Seo Si-Won, but only from afar. That is, until the night he woke to find his idol on top of him, completely lost in pleasure. Now, as the heat between them rises, Woo-Joon’s learning the rules of a new game, and he’s playing to win.  (Source: Lezhin US)"
147568,Your Fetters,53,391,Drama|Romance|Thriller,Yandere:79|Yuri:75|School:73|Full Color:60|Female Protagonist:60|Suicide:60,,"Sun-Hee is intrigued by the arrival of the indifferent new girl from Seoul and wants to befriend her. Eun-Byeol puts up a cold exterior and ignores Sun-Hee, who attempts to make friends! When the two finally become friends, Sun-Hee soon starts to question her own feelings for Eun-Byeol 
   
(Source: INKR, edited)   Note: Includes 1 extra chapter."
